"human_adipose" "human_adrenal" "human_brain" "human_heart" "human_kidney" "human_liver" "human_lung" "human_ovary" "human_pancreas" "human_sigmoid_colon" "human_small_bowel" "human_spleen" "human_testis" "mouse_adipose" "mouse_adrenal" "mouse_brain" "mouse_heart" "mouse_kidney" "mouse_liver" "mouse_lung" "mouse_ovary" "mouse_pancreas" "mouse_sigmoid_colon" "mouse_small_bowel" "mouse_spleen" "mouse_testis"
"ACACB" 25370.87785 5689.26325 55.11539162959 4920.7211272 187.18706 4659.30143 133.056644 2516.36263 685.686572758 2206.97162167 1226.8915621435 181.21049 642.338280015816 177.99989 277.9998 5 296.9998 81.00004 246.9995 71 79.00002 164.00033 30 14 226.00002 36.99996
"ACAD11" 747.669288 1647.037 112 2181.91404 1277.9988 7703.01234 424.00079 1479.94832 1020.055733 1763.67553 5407.20264 544.949 736.84917 1859.50328 1404.70894 420.77065 1397.1272 6152.8393 9326.59452 646.129 671.9421 75.85515 3313.9856 5089.2181 600.3597 1432.8418
"ACAD8" 447.23744 1466.113516 395.9995 1119.05231 366.00019 860.122314 310.04157 914.67788 615.08927 740.00113 1166.23305 351.58178 422.01907092 1062.9995615 806.99993 229.00025 192 841.99987 914.00044 484.9998 736.99962 99.99996 470.99985 268.99967 494.99971 361.000360184991
"ACAD9" 486.90694 2558.337 194.99952 743.00479 97.00002 284.22137 126.00021 1086.60871 194.99973 324.00759 230.99981 89.00001 468.65265 1031.8962 995.89438 798.91177 411.8352 1862.40285 1167.70381 840.06699 1034.92675 141.79175 1118.63249 800.53622 1855.18145 1160.48525
"ACADL" 432.78929 556.9367 28.415 86.10129 419.10955 1159.13926 987.39054 557.70245 1198.77733 61.15862 28.3944 22.5506 180.71007 2619.99959 8572.00345 891.9998 11284.96671 8473 5721.99868 5140.9982 4055.99814 221 4033.99602 4744.99779 2468.99652 1412.99932
"ACADM" 1389.03888 8963.00349 1307.00046 10959.00848 3492.00032 2721.99868 1669.00001301975 2142.00701 469.00775 2249.00002 14045.1821209511 966.999418820079 1461.000514 2826.0032 8044.00161 589.99952 7512.00434 20587.99119 6594.99801 2530.99631 1696.00472 204.000163 2906.00357 2913.00091 2104.0014 832.96293
"ACADS" 133.99983 310.99991 0 112.0004 2 75 1 45 11 9.999996 6 1 21.00003 27.99998 25 0 15 17.99998 122 4 3 48.99997 29.00004 10 125.99998 8
"ACADSB" 951.15541 9556.9096 281.50786 3638.4447 2766.52693 27811.5351 1970.61747 2126.7286 342.284 1636.87351 18841.0534 684.52789 763.03507 5631.44096 16308.18473 2007.70439 3731.7371 7712.33812 5560.129 4576.5535 6413.6711 498.29871 2042.88394 1120.61272 1569.19082 2950.0356
"ACADVL" 4988.99279 32845.98336 54.0000365 14928.99764 286.9995502 6397.995677218 348.999998 7654.00121 7051.00104 1695.0012 1319.00049954 137.000073 1239.00112 387.5161 391.9044 57.8073 459.50442 424.8910277199 1300.65374 101.9108 111 142.92704 181.8322 122.00044 1162.8704 164.53816
"ACAN" 23.301450219506 20.773134 3.1646896681 6.3445105175413 9.30896629597 3.01109 3.42772 552.399383570718 6.186088303815 6.36842222029 2.17257 0 98.550800558451 10 13 22 1 0 0 0 7 0 0 0 2 21.000000176061
"ACAP1" 287.15279 112.951859 3 41.20944 3 36.25871 9.00099 122.51975 37.54541 98.95885 29.83018 93.05365 50.68107 229.0001 3 2 2 5 9.00001 10 0 19.99999 18 17 6534.99700012524 86.99997
"ACAP2" 1036.7489 2609.46512 974.325817 831.90432 470.99989 732.78278 2583.57565 2639.31961 306.11726 1654.66178 4453.57257 1924.74254 1800.52632 1815.00000001028 2445.9996 2404.9968 530.0002 1536.99981 632.00048 2941.00790080127 3855.0044802797 205.00028 6811.0003 3202.9979 5105.9952 1342.65111
"ACAP3" 118.99996 353.99953 1 104.99996 0 23 0 136.99998 50.00109 18 3 0 19.00001 35.99997 7 49.000052 3 7.000002 5.999999 3.999998 4 71.00001 12 5.000005 284.00002 24.99997
"ACAT1" 1401.37522 9031.81492 952.30642 19829.48252 6360.11041 19402.4904 3996.00415 3542.30906 1010.62745 2329.24357 7652.31594 742.83507 2293.93115 2854.0015 2573.9965 1302.00007 4312.0047 7511.9961 8298.996 1534.0007 2343.0021 357.0002 2520.998 3885.9961 2000.0025 1569.00407
"ACBD3" 943.00018 4388.99532 752 1447.00071 535 781.00005 1588.003 2010 511 1302.00098 2127.00271 602.99958 1500.99712 2184.2677 2103.2858 961.7895 504.19903 1370.37075 680.3245 1774.2614 2382.676 208.0613 3959.912 1662.1164 2803.3282 3159.219
"ACBD4" 95.37972979135 282.408224079708 0 57.0426 15 206.997708 7 212.53644 34.5262567367 73.03352 143.57058 7 17.01666 209.00049 30 15 5 37.000016 64.99998 14 5 79.00004 18 66.99996 234.00001100323 17.000005
"ACBD5" 594.80850128014 4960.8978181 870.000241 3320.91752 889.99935 1616.45843 1128.99979 1062.61 219.33428096768 785.37548 7575.4774 441.00015 1362.64033 3621.48194 6441.4563632859 3733.12842 998.72451 6378.10261 13446.7897 5758.03530674 5375.01076 269.66752151548 6152.28866 7436.82364 2493.93139 4261.4279599424
"ACBD6" 336.98867019 1116.9185 531.39352 665.66557 191.807411 271.53622 386.69204 1372.0665 273.29729 648.88034 482.7527 309.96088 624.72055 553.1761 395.39997 647.98412 100.99853 360.4038 219.33889 381.38278 681.22866 56.927346 394.04184 156.10164 463.1615 4731.12032
"ACBD7" 21.6644 53.4116 1859.53 27.1512 13.3565 69.5346 55.3922 98.8489 8.2015 39.9591 89.8426 43.9306 278.89245 466 0.99999992545 1.9999985418 8 3 0 14 4 4.00000133 1 0 1 20.99998
"ACCS" 396.00042 517.999531 1 311.99987 37 707.99929 92.00001 1303.9998 197.00036 589.00064 362.99929 213.9998 301.999803 176.988019 82.2265 35.3027 23.0130958762 64.16381 52.53666 56.058297 141.11196 38.21676 129.8287 66.0912 496.48576 74.4387
"ACD" 54.00001 153.9998972413 2 18 1 5.999997 1 124.000038954 20 17 4 5.000001 36.999969 48.24222 13 29.19216 3 22.67168 32.00002 32.99999 12 138 25.68662 16 572.54112 93.33306
"ACE" 155.81295 616.246 12.000001 73.157675 8.000002 10.751902 44.99993971216 268.88643 35.10672 12.421206 2100.72747 2 736.92672 6203.9969 72 67 56 1094 15.9999779 1788.997 109 614 299.0005 6989.00748 519 9491.004
"ACE2" 128.9353 94.5407458 4.11279 2255.20788 629.33187 95.17484 60.99998 1442.98 200.00007 57.99991 54589.84028 9 3159.58121 191.9996 504.0001 66.99996 33 2169.9956 31 661.9997 309 119 510 52148.9595 8 50.999964819
"ACER1" 1.09313 10.0111 0 1.01507 0 0 1 7.0124 0 2.00674 0 0 4.01358 152.141 5.28186 2.08125 1.03093 10.8689 4.17853 0 7.17434 1.07702 750.748 121.07 18.4177 37.9205
"ACER2" 369 105 83 79 4 52 15 142 17 30 245 17 148 618.8128 457.9883458819 154.4023 277.18662 501.20150768345 225.15102 5569.8743 137.599 197.41390826869 555.922 535.3505 278.19934 488.249
"ACER3" 1069.8778941375 1685.41112 894.1052388 585.74253 382.809 253.98935 2064.75686 1084.98909 238.9477 914.52622 5181.580199 690.47727 1013.22039 1072.07725 1116.6687 1250.98449 420.27941 1621.03639 1210.12101 3571.47267 3321.36191 133.50203 2560.56065 1388.156 2060.34881 2451.93352
"ACHE" 4 77.000050045 1 5 1 0 0 15.99996 5 4 11 0 3.99999 7.95907 4.0065689 39.71714 5 9.0022099 3.031485 0 2.0019502 14.02346 40.21566728 7.29483 131.583681 28.8243
"ACIN1" 2938.3255 7397.51656 449.65735 2586.99958 216.99997 1544.48473 373.4890411 8407.207 1479.9635800625 2412.64281 2580.72977 686.9997442597 3208.76343 1991.56956 1060.40568959 552.375942 318.01029 965.07078 493.38536 315.095934185 1305.1624500101 737.27359 1786.139088 886.82758 9161.26535857 4844.16109011075
"ACKR1" 787 244.0004 7 73.99995 0 0 64.00003 772.0005 29 172.0001 0 24 87 31 1 94 3 0 9 2 4 37 25 7 77 0
"ACKR2" 98.49867 109.077682 16 28.35759 14.00098 184.567518 16.0019 150.91032862 8.45004 34.54981 38.30043 16.2027 54.09441 37 9 22.00003 9.000002 8 31.99998 436.0001 26.99997 9.999996 30.99995 10 537.9995 16.00000406568
"ACKR3" 851 82 40 315 11 18 49 679.0003 152 123 21 119 257.9996212 438.00018 943 66 280 386 11 648 178 266 176 63 824 79
"ACKR4" 38 43.6278 4 115.207 19 34 431 230.86 33 48 2248.75 41 39.5138 563.25957 10.63025 10.48068 11.06966 30.22916 40.40956 99.3169 49.59996 39.95083 313.93149 148.46604 97.92783 62.68101
"ACLY" 2376.00288 14451.00808 2324.9999 847.999690295017 756.0005 655.99997 1057.0002 6172.99855165829 941.00008007824 1202.99896 3241.99539 884.9997 1612.00107018843 9536.00582003721 21493.96259 1459.00439529 264.00032 1923.99830038666 3022.00289042704 5372.99603 4414.0045704639 931.00086 5163.0017 1033.99989195639 5270.9922029764 1387.00081004257
"ACMSD" 44.99997 40.99997 2 16.99998 886.00003 3850.0016 4 79 15 12 113 3 82.000037 13.69987 16.745 20.67627 8.09875 7027.13 950.659 11.0482 14.77559 4.04027 30.0147 10.6643 96.3348 75.9711
"ACO1" 3894.9569247 11942.972 802.000218 4052.073 1507 4414.256 1275.544 8588.347 431.975282229 1552.484851034 6015.565 289.004 1464.7392847 3359.9983 1737.9999 262.99988 185.000482 4334.9956 4067.00349 694.0002 1700.00501 147 1204.99866 3500.003 1169.00043 492.99957
"ACO2" 2147.62028 9256.82341 396.02746 9976.23181 460.88846 402.942990344 155.9802 4857.64006 251.9383 370.70882 1803.80170254346 76.87696 679.16545 1534.31053 1593.97279 781.79317 2164.28772 2353.26043 863.12639 210.69888 578.98902 337.4585 1274.64811 1027.28034 2469.98467 1205.46342
"ACOT11" 202.44849 396.41235 54.851 802.512 81.6589 376.994 70.6856 738.996600027512 186.64842 315.0143 3250.42567 97.1509 292.77389 101.75 130.496 248.225 77.0018 136.525 46.0832 87.0164 87.2724 96.7676896863 512.302 363.233 524.53009 75.7151
"ACOT12" 0 3 0 0 23 903.00011 0 1 1 3.000003 87.00005 0 8.000004 6.9999982 22 7 1 3414.99863 4593.99641 1 17 1 2 2783.99855 1 259.9996
"ACOT13" 478.67319 2225.24098 885.18444 1847.0348 885.8962 2679.5125 1241.4807 1034.0849 220.0046 759.06 1263.1129 348.305 974.7703 561 276 619 919 1694 750 439 281 61 348 666 353 158
"ACOT4" 52.1343 124.674 14 31.0274 96 307.518 175 180.34 16 21.1795 142.601 12 63 319.42 197.412 183.977 114.044 4360.4667 4527.2619 309.798 114.574 53.7675 736.5363 2700.6157 459.48589 426.347
"ACOT6" 4 46.99996 3 27 20 160.9996 6 14 1 2 1 0 18 524.131 357.8285 182.2434 86.0608 601.2196 1208.37 157.3403 605.1287 35.1238 521.386 204.3911 145.2803 155.3084
"ACOT7" 49.00001 898.99606 95 26 78 36.00003 45.99998 174.00039 11 54 66 19 201.9997 72 12 66 8 31.00001 16 32.99999319 7 44.99996006 36.000000362147 4 198.000086902 910.9995
"ACOT8" 178.36702 1473.4707 74.99444 344.509476 45.19405 118.91989 114.07243 778.79464 104.67484 209.305 269.0502 102.05372 159.48137 21.79013 6.45873 12.4461 5 19.3756 16.45398 6.70731 6 13.13053 38.6666 15.8516 299.29597 36.67753
"ACOX1" 1766.40647613918 3869.1370229 1272.00002 2607.75006 1010 3411.77655 1517.47134 2731.17436 846.16081 1241.53463 15895.39698 558.81721 1072.90461 5231.00813 3982.99889 1770.0005 2118.99436 8121.9934 32132.95463 1493.00076 1092.99946 347.00013 4580.99823 10918.00328 1505.0004 710.99966
"ACOX2" 210.999882 527.00017 9 715.99976 194.9999416564 3711.99615 60.00002 832.99967 51.00004 320.00015 1225.99985 22 172.99993 11.19946 1 2 1 745.9257 1397.9193 60.00002 25.04556 0 2.999997 27.00001 2.03329 34.5109
"ACOX3" 85.000023 376.00042 58.99998 119.000334 34 117.00046 61.00002 367.00035 73.00001 80.99999 236.00034 51.99995 68.99998 3766.5192 494.27596 223.17184 118.7772 1003.760019 344.0592 209.45383 261.04568 189.2759 503.30012 540.0202 3841.70587 1051.18875
"ACOXL" 9.59234 16.409223 12.063183 4.07922 2.999998 5.24083 119.00001 23.229299 3.52964 9.9999952 7.44982 2.153613 84.5391506 8 0 1 0 1 0 409 7 0 1 0 13 22
"ACP2" 463.00018 3193.0011 32.000001 374.00049 248 1319.00022 419.0002 864.00035 312.99953 254.0002 467.00017 90 310.99967 1572.0015 2008.88911 1739.2328 340.415 1169.16193 1592.20336 1409.29 2170.19977 203.64 1463.04 1409.57 3674.80884 1083.73
"ACP5" 137.99993 127.00002 2 14 23.000009 157.9996 985 994.00028 33.00001921876 36.99996 13.9999990430425 10 57.000050728014 422.999700020834 44 3 1.99999938 60.000000011 210.99973 31 10 30 256 125 2300.0001382 24
"ACP6" 230.3892 753.37738 39.00105 417.06587 120.007735 468.09909 134.00872 1050.4089 247.03271 496.072 603.04087 100.01624 312.55775 442.35655 152.31854 103.88426 82.65821 304.38069 350.82574 129.1463 172.114 252.56443 528.2828 713.66752 932.3907 210.32658
"ACPP" 23.0038 251.55008 5 7.0266 291.65324 23.76346 206.0635 377.88617 34.16657 29.26143 67.12069 25.92143 60.87441 1639.5872 777.5979 23.4943 6.37102 288.65523 307.56987 181.16146 200.03202 5.72337 2207.5151 1020.7063 335.35594 133.87653
"ACR" 21.99999 2.20773 2.999997 3.000004 0.86335 3.999998 0.5 6.5 0.5 5.17121 0 6 333.52589 15 0 1 1 0 0 1 1 0 0 0 6 2096.00438
"ACRBP" 25.99998 47.00002 0 14.999998 3 19 27.99995 71.99997016 10.00001 13 62 13 4943.99674 72.99999 8 18 4 7 21 6 4 116.99997 52.99997 24 411.99911 1859.0012
"ACRV1" 0 3 14.99996 2 2 1 2 1 0 6 8 1 1084.0003 80.2709 4.01533 10.0246 4.00812 5.00417 7.6854 2 5.00566 1.00178 11.4771 4.9357 46.3159 9643.52
"ACSBG1" 49.8526 517.54129 154.91631 110.789 16.2969 48.5433 32.0953 118.14626 21.6345 117.289933 361.59039 57.894 183.642050055273 227.99972 345.99968 227 0 1 0 7 1711.99859 6 0 1 78 934.00042
"ACSBG2" 3 7 2 3 13 4 2 8 1 4.000003 4 3 6507.97336 56.3499 3.03608 4.04639 0 2.79779 1.03347 0 2.02215 2.01993 8.11055 3.14477 19.757 2381.25
"ACSF2" 610.000880027786 3713.54672 11 326.9995916653 369.999640432 506.99987074 174.999661327 1116.9998374 136.999977306 330.99952 579.923821296 35.00003 170.608420353906 378.00012 2092.66774 82 106 325 2495.99807 215 950.00036 145.99957 975.99972 941.99993 1924.56903 260.00016
"ACSF3" 327.1136776615 1209.2887 50.99997 344.0317 43.999907 186.20986 58.000008 821.96235 136.54307 472.88712 954.68418 148.80729 264.72204 46.99996 22.00003 4 3 22.02992 55.99994 5 15.02348 37.00001134907 25.00355 9 207.455 64.27351
"ACSL1" 28660.80184 7807.64 971.52131 24114.91518 6790.4589 38896.09156 8729.99905 2685.77181551355 636.0159 2164.18538 1197.10936 3853.54301 1764.56622 13647.07437 6039.92172 770.62595 7224.16348 12373.16208 19411.9645 1994.99851 578.21953 262.14579 862.90852 2812.11941 1262.87503 29054.5899
"ACSL3" 1268.9997 8360.0044 1338.00034 3087.9959 1253.99587 2234.99761 2698.00072 2323.99616 367.99956 2068.99802 3687.99933 815.99965 2291.00528 1515.11136 1531.99984 6500.68653 176.00003 1370 1497.96085 1016.5091 2362.68796 53.99996 15473.02974 1449.77019 823.25949 2924.51041
"ACSL4" 1617.00016 22341.96829 2068.99656 2490.99555 2272.99581 483.00017584 5912.0004 8836.00439 325 1615.997 905.0005 1330.0011 2570.99799 5384.0045 42769.99541 4619.00394 608.00039 4449.00054 3106.0046 9615.99867 6328.999 128.0000285754 1853.99926625467 691 2821.00428 2897.00228
"ACSL5" 1454.93453 658.11866 143.887323231 544.7962211268 186.791880753 3846.6381 2370.69365 1967.497 172.9051885231 1976.76172154 67884.549 946.689486 684.6800549 1589.16648 2035.07997 1250.84904 172.32922 3634.94345 11184.711 4689.5144 1301.5383 220.9998 2545.3749 34498.6908 5391.21596 2175.6484
"ACSL6" 21.45725 320.803104371719 404.99974 179.03825 81.7885 112.243473 77.0287 89.6019149 29.65063 55.03959 1310.07961 100.936 1785.6644161 81.00007 248.000236 5577.99981 150.99995 10.00001 1.999996 3.000001 43 32.00001114338 100.00044 311.99930686 25.05179 2611.03227
"ACSM3" 104.668841 2079.15078 18.65846 1911.25202 1460.76924 3012.814244 524.04757 12290.8138 968.81508 510.540563 198.520143 151.48338 1020.76726 793.40442 1445.36514 22.977088 25.77484 297.726873 4236.3376 141.14888 139.97661 23.87887 9617.4642 332.7627 37.41706 235.153594
"ACSM5" 528.99992 114.00005 11 33.999956 375.48116 7288.75357 31 67.9001 5 117.97694 3 29.9555 23.00003 181.99999 19.000025 4 17.999948 1681.00253 2602.003 13 4 3 3 205.00047 0 30
"ACSS1" 358.05225 1195.04213 110.99961 3979.2509 452.99969 182.0065 342.99986 2363.4796 793.00264 633.0006 2922.0028 295.0001 863.8084 764.508 465.344 247.535 2328.14 6110.86659 7.01672 1003.45 333.155 76.1333 1335.56541 428.197 1863.72744 442.349
"ACSS2" 2374.43438 24609.00767 169.0000141998 2944.434271 527.9996545 1563.4090514253 811.99934605901 2615.24173 313.99965222463 1748.01510002409 4256.692128 147.99966 607.1775 619.99994 881.29231 509.00033 195.999984 1809.999061 3600.00362 652.00037 194.00097 102.000015 2026.14772 489.117277 731.9065 1538.81009
"ACSS3" 1041.69612 2040.74623 522.7300867785 1809.82971 789.3488788524 2259.1194 792.69103 2571.14692 74.16895 472.92407 25.29151 135.96556 410.73064 4849.786 1241.0667 108.13596 125.11349 2698.1507 5649.0678 935.9929 618.5814 53.99996 514.34838 709.87952 116.29131 934.5165
"ACTA1" 26.0008 6.02683 0 40642.9 7.000000324206 11 0 13.00005 2 0 24.94201 3 188.0001 5 25.99996 3 31 0 0 0 1 2 5 1 1.00003 0
"ACTA2" 3412.03171 10781.3318 76.19153 2787.28122 670.79997 1219.66656 2025.43301 126608.2904 319.34005 26494.93044 27.17892 880.2782 7421.67566 2611.084 128.00043 35.99996 198.99984 182.00039 21.00003 870.0001 2662.1055 1450.997 3284.9986 611.0001 2341.996 422.02715
"ACTB" 29730.59441268 119826.4974897 21626.99545 9306.01449 13508.0107 17911.02666 55606.9595 125007.85492 9793.0521 89986.99252 29818.954 35171.0068 13434.05139 7096.65354 5573.6023 2834.7857 1004.59776 3334.2459 3506.09254 22211.0293 10601.6112 4364.5126 11170.48662 11563.37942 73886.2291 4113.6908
"ACTC1" 72 93.00009 10 227195.035 32.9999960446 21 0.999999574543 571.99961 29.99998 112.00034 54.0000042704 17.00001311133 291.00016 3 1 0 14171 3 5 1281 5 0 8 2 6 3
"ACTG1" 5429.3644 50366.49566 22360.9969207076 3494.01127 7150.002 5624.9914 16528.0200000125 62364.91843 12328.0028300155 13896.9982 12474.9959 11433.00406 8084.3938 6683.47394 2864.00764 3915.9924 761.99947 6511.00854 1579.00012 11194.9963 6420.4129 1736.7858 11940.99544 7714.98033 37532.82924 9263.81565
"ACTG2" 102.03765 546.6524 3 80.02333 2.999996 35.18754 151.00007 13466.08119 13.39404 45547.8064 3.26137 9.01491 575.18448 3185.0006 16 0 5 6 3.999996 129.00034 689.00000811827 63.99998 2949.00329 200.9998 182.99977 2559.005
"ACTL6A" 342.89813 1857.28775 2539.77518 763.29223 341.44662 609.230556775 1156.96358 1455.74606 390.188414 1374.10834 1503.46668 704.5701 2557.53413011725 502.25674 389.05386 150.89767 101.86977 372.427380062372 213.3122 460.33872 474.53254 49.4973 390.2026 364.41307 1701.4082 2014.74799
"ACTN1" 1635.19076 4074.43814011611 793.9385 1274.40640531 217.00679 942.766829730311 827.60338 7975.72495 514.60632 6960.13818 100.5595 773.5525 763.21132 679.99968 365.00023 570.00008 195 362.00049 253.9997 2093.00381 2307.99931 427.00041 2386.99639 822.0002 4428.00367 156
"ACTN2" 27.99999 11 140.99965 70556.0522 5.000002 14 51.00002 80.99995 66.99999 22.00004458 15.9999944 3 515.00033 115.614 43.2622 508.6097 1536.702363 29.9129 23.3537 36.69647 26.2704 54.16246 134.59775 71.09658 111.9725 255.2087
"ACTN4" 1243.96621 11131.80386 137 412.89426 228.2805 269.807808 236.6684 4838.26684 218.30948 441.30768 1171.50451 251.37774 316.489172 1493.9383 969 141.89332 190.99958 1156.996743767 642.9997 1705 1406.9953 1118.99568 2433.89399 2917.00166 2604.50257 323.88035
"ACTR10" 493.16006 3875.571183083 1903.35654 2499.328 1024.34271 569.37693 2319.11512 2122.73966 529.43829 1874.34985 2394.57563259226 858.07151 1168.98065292875 1487.84403 2077.74349 3809.43229 607.9438 2054.00254 1022.9041 1974.02657 2204.73896 110.37003 1841.40928 1279.26236 2177.337 17614.15669
"ACTR1A" 1301.83694 7293.68731 493.5849 2413.62069 263.95458 623.84 730.53005 4319.43725 319.9664 1346.09855 786.8409 180.8941 1681.20296 976.00053 635 865.99985 155.99992 579 341.27153 557.99998 567.00008 286.0002 784.0027 699.00017 2790.0087 3832.12254
"ACTR1B" 424.99974 2158.99892 87 570.99984 106 244.99981 193 1047.9971 328.0002 262.00036 200.00046 131 137.00004 340.99998 439.99972 797.99956 119.00016 491.99985 342.00038 293 264 238.99994 541.99999 257.99987 1407.99887 273.99981
"ACTR2" 4206.99637 14191.98664 8262.98644 4121.99519 1893 3419.00175 9907.96217 9670.99842 1373.00466 5989 17022.0481 6314.996 3567.99603 4589.3208 8064.69202 12056.7486 1674.0139 9805.6294 4684.7763 13763.9638 7746.6508 331.7163 12363.6529 10380.5268 21147.273 3157.8594
"ACTR3" 2385.12343 13988.87286 4444.02412 3300.08461 1885.99711 2529.94359 7975.14109 8210.85503 926.48182 6220.12742 11971.71101 4925.40815 4368.12683 5021.04459 4179.49752 6360.17476 1635.86612 6635.3246 2754.81176 10650.62052 8032.92004 446.000462 15554.80129 16277.47614 40999.92573 2831.50304
"ACTR3B" 62.69961 650.06189 395.51148 209.44254 60.24383 137.80935 68.02067 278.9456 82.9433 131.4625 114.49222 57.09075 447.3363 71 135.99976 1765.9955 361.00043 7 6.000004 38 602 7 21.99996 5 63 112
"ACTR5" 87 358 33 121 32 107 90 386 128 200 178 92 328 26.25182 7.28947 14.44675 3.07873 11.13775 13.09949 6.0992 9 35.00006 24.04422 5.15416 297.4913 60.42437
"ACTR6" 222.03688 991.8717 621.00756 611.23369 435.99916 306.09371 978.00281 522.3952 139.96047 860.0205 1588.65595 435.00915 787.08633 442.99976 653.99985 861.00029 245.00014 463.0005 437.00046 774.99956 601.99985 18 286.99997 178.999685 574.99986 2311.99952
"ACTR8" 242.9997 987.99951 479.99951 682.00033 193.00046 275.00005 297.0001 964 242.99953 387.00052 646.99998 173.99989 1090.0001 674.04014 351.56311 342.12899 126.00008 410.96271 342.41416 230.14703 325.72803 117.0838 316.9570414 206.0104 1356.2095 1165.80925
"ACTRT3" 16 47 5 29 43 77 25 64 7 11 49 6 1539 15 1 27 0 2 0 0 0 13 0 2 2 2380
"ACVR1" 649.0003 1057.00021 320.000000074794 778.00004 342.0000374593 420.99983 747.999700737243 2806.00285 151.0003 856.00052 619.99972 181.9998034 357.99967 693.99985 690.00013 410.00034 130 223.00029 306.00046 648 1181.99742 90.99998 567.00004 392.99996 260.99999 166.99976
"ACVR1B" 690.00007 1516.00011 304.99995 470.99966 337.00017 937.99956 356.99957 1887.99691 420.99958 431.00041 2044.0028 135.99962 998.00019 591.243 132.03 668.76 158.483 534.659 135.044 432.152 335.351 145.104 1518.78 722.93 1048.44 361.122
"ACVR1C" 2029.00202 1084.99514 71 9 30 139.99952 63 69.00003 37.000045 86 1735.99555 10 36.9999999018 4899.99503 1522.0022 1549.99656 35.99998 19 2 169 293.0001 49 1512 598 42.0000264 86
"ACVR2A" 325.7308921 733.90778736 314.7913 401.1505631024 224.5884 423.117400120202 340.510663 482.748417 256.42667645 943.581963 3057.75629335533 294.70332 462.01972 1437.96572 2374.47265 2348.0522 1082.01 2541.39667 1849.00986 2703.89915 3323.16522 207.008 4111.61135 5116.84664 812.4384 2832.7339
"ACVR2B" 147.15428 734.70798 286.026 341.284 116.006 551.35534 149.048 910.0174 107.22214 419.85707 532.05559 162.07052 709.59007 50 38 33 23 38 18 22 127 7 70 37 21 51
